,DATE,SENTENCE,DOVISH,HAWKISH,NEUTRAL
33,2019-10-30,"So the reason why we raised interest rates is because—generally is because we see inflation as moving up—or, in danger of moving up significantly, and we really don’t see that now.",0.20555374026298523,0.7393611669540405,0.05508502572774887
34,2019-10-30,Inflation moved down in the first quarter of this year.,0.9659558534622192,0.031456176191568375,0.0025878744199872017
35,2019-10-30,"And inflation expectations have also kind of moved down and sideways—both surveys and market based over the course of this—of, really, the recent months.",0.5128429532051086,0.0020026518031954765,0.485154390335083
36,2019-10-30,"And, you know, we think that inflation expectations are very important in driving actual inflation, and we’re strongly committed to achieving our 2 percent inflation objective on a symmetric basis.",9.252209565602243e-05,0.0027168705128133297,0.9971906542778015
37,2019-10-30,"So we think that the current stance of policy is likely to remain appropriate—likely to remain appropriate—as long as incoming information about the economy is broadly consistent with our outlook, which is a positive one of moderate economic growth, strong labor market, and inflation moving close to 2 percent.",0.0008230480016209185,0.020817529410123825,0.9783594012260437
38,2019-10-30,"So, as I mentioned, we do think that inflation expectations are—they’re quite essential, quite central in our framework of how we think about inflation.",7.34821442165412e-05,0.0003737946681212634,0.9995526671409607
39,2019-10-30,We need them to be anchored in a level—at a level that’s consistent with our symmetric 2 percent inflation goal.,0.008025884628295898,0.03197072446346283,0.9600034356117249
40,2019-10-30,"We’re also, as part of our review, looking at potential innovations, changes to the way we think about things, changes to the framework that would lead us—that would be more supportive of achieving inflation on a 2 percent—on a symmetric 2 percent basis over time.",8.613979298388585e-05,0.0001065891920006834,0.9998072981834412
41,2019-10-30,But we’re in the middle of thinking about ways that we can make that symmetric 2 percent inflation objective more credible by achieving symmetric 2 percent inflation.,0.010125077329576015,0.6154447197914124,0.37443023920059204
42,2019-10-30,"And it comes down to using your policy tools to achieve 2 percent inflation, and that is the—that is the thing that must happen for credibility in this area.",0.054459936916828156,0.6842969655990601,0.26124313473701477
43,2019-10-30,"These are—you know, these changes to monetary policy frameworks happen—they don’t happen really quickly, let’s say.",7.768833893351257e-05,0.0001031501597026363,0.9998192191123962
44,2019-10-30,Inflation targeting took many years to evolve.,0.00017897298675961792,0.00016781655722297728,0.9996532201766968
45,2019-10-30,"I wouldn’t expect that the effects on activity or confidence Chair Powell’s Press Conference FINAL would be immediate, or—would there be immediate effects in economic activity.",0.00021247878612484783,7.796458521625027e-05,0.9997095465660095
46,2019-10-30,So that’s really about inflation.,6.408360786736012e-05,0.0007680153357796371,0.9991679191589355
47,2019-10-30,"And you know, we haven’t yet—we just touched 2 percent core inflation, to pick one measure—just touched it for a few months, and then we’ve fallen back.",0.9297161102294922,0.0037781032733619213,0.06650582700967789
48,2019-10-30,So I think we would need to see a really significant move up in inflation that’s persistent before we would consider raising rates to address inflation concerns.,0.0008773223962634802,0.23185572028160095,0.7672669887542725
49,2019-10-30,You have a synchronized slowdown in economic activity around the globe.,0.9988621473312378,0.0006981451297178864,0.0004397829179652035
50,2019-10-30,"And we’ve had inflation, which—we’ve called out the risk of inflation running persistently below 2 percent as a risk that we needed to address.",0.9902268648147583,0.009431690908968449,0.0003413704689592123
51,2019-10-30,"That continues, but nonetheless, overall, we’ve got an economy that is showing moderate growth, and we think that today’s setting—we’re now at 1.5 to 1.75 percent.",0.0038066813722252846,0.9907369017601013,0.005456439685076475
52,2019-10-30,"We also see now, I think, more clearly the effects of more accommodative monetary policy on various kinds of consumer activity.",0.9190094470977783,0.08033855259418488,0.0006519471062347293
53,2019-10-30,"You’re seeing housing now contributing to growth for the first time in a while—two-tenths, I think, this quarter.",0.011654160916805267,0.006937988102436066,0.9814078211784363
54,2019-10-30,"And I think, more broadly, monetary policy is also supporting household spending and home buying by keeping the labor market strong, keeping workers’ incomes rising, and keeping consumer confidence at high levels, where it currently is.",0.9967292547225952,0.0029531079344451427,0.00031757837859913707
55,2019-10-30,"Well, I think monetary policy works through the channels that we understand.",6.008603304508142e-05,8.010374585865065e-05,0.9998598098754883
56,2019-10-30,"I think it’s—I think interest rates are a factor in business investment, but I don’t believe they’re the main factor and main driver.",0.0001100134541047737,7.646726589882746e-05,0.9998134970664978
57,2019-10-30,"And, you know, there’s a lot of monetary policy accommodation and some fiscal accommodation, maybe, in the global economy now.",0.996525228023529,0.0032255593687295914,0.00024920125724747777
58,2019-10-30,And that should turn—that should support growth in the global economy.,0.05980304256081581,0.9344255328178406,0.005771461874246597
59,2019-10-30,"In fact, I would imagine that this entire monetary policy review will become institutionalized and be done every few years.",0.00014337954053189605,0.00029492724570445716,0.9995617270469666
60,2019-10-30,"That’s why we—you know, we talk about how low the unemployment rate is, the aggregate unemployment, but we also talk about groups that haven’t experienced that yet.",0.987265944480896,0.0004522979725152254,0.012281802482903004
61,2019-10-30,"So that is—our outlook overall is for moderate growth of around 2 percent, which is pretty close to trend.",0.0003457226266618818,0.000769249745644629,0.9988849759101868
62,2019-10-30,I strongly believe that the actions we’ve taken over the course of this year have been the right things to do for this economy and are supporting economic growth and will do so in the future.,0.004365444183349609,0.1813964992761612,0.8142380714416504
63,2019-10-30,"You know, it’s—monetary policy is famously a blunt instrument.",0.00012881719158031046,7.347774226218462e-05,0.9997977614402771
64,2019-10-30,"So we can’t—obviously, we can’t raise interest rates some place and lower them other places.",0.019147904589772224,0.3211101293563843,0.6597419381141663
65,2019-10-30,"The first thing to know is to understand that, that—and we’ve called that out, as you, I’m sure, know, in one of our recent Monetary Policy Reports to Congress.",0.000603768858127296,0.0007618056843057275,0.998634397983551
66,2019-10-30,"The sort of rural–urban disparities in—you know, in employment, in growth, in all kinds of things, in health outcomes.",0.00016170805611182004,0.0001764370535966009,0.9996618032455444
67,2019-10-30,"Let me put it this way: We do what we do, which is, we’re assigned a job, which is maximum employment and stable prices.",0.0015172484563663602,0.9463055729866028,0.052177127450704575
68,2019-10-30,"The U.S. economy faces significant longer-term challenges around potential growth, around labor force participation, around disparities of income and wealth, around all kinds of things.",0.46666547656059265,0.0005535063100978732,0.5327810049057007
69,2019-10-30,"But if you really want the U.S. economy to be all it can be and raise the potential growth rate of the United States, you need—you need proper monetary policy.",0.9788786172866821,0.015863103792071342,0.005258255638182163
70,2019-10-30,"But, really, it isn’t monetary policy.",6.7066379415337e-05,7.66457014833577e-05,0.9998562335968018
71,2019-10-30,"Really, it’s fiscal policy that supports, you know, inclusive growth.",0.0006564646610058844,0.027482876554131508,0.9718605875968933
72,2019-10-30,"I will just say, on the General Motors strike, it’s—it’s likely to have taken away a couple of tenths of growth this quarter.",0.041234955191612244,0.00040197663474828005,0.9583629965782166
73,2019-10-30,"If you look at asset prices, we see some high asset prices but not broadly across a range.",0.08143699914216995,0.037842683494091034,0.880720317363739
74,2019-10-30,"So we—we, of course, have watched the situation in Japan and now the situation in Europe, and we—we note that there are significant disinflationary pressures around the world.",0.9940685033798218,0.005694739054888487,0.00023680797312408686
75,2019-10-30,"But, of course, if you look at our current inflation performance, it hasn’t been anything like what we’ve seen in those other places.",0.0013834880664944649,0.00010140042286366224,0.9985150694847107
76,2019-10-30,"But we don’t think—again, we don’t think we’re exempt from those pressures, and we are, therefore, strongly committed to having inflation expectations anchored at the level that is consistent with the symmetric 2 percent inflation objective.",0.0006324800197035074,0.9975816011428833,0.0017859386280179024
77,2019-10-30,It’s not—the risk isn’t that inflation might run a couple tenths below 2 percent.,0.08502580970525742,0.00040979075129143894,0.9145644307136536
78,2019-10-30,"The risk is that what we’ve seen is other economies getting on a disinflationary path, that it’s been very hard for them to get off.",0.9919657707214355,0.005194709170609713,0.0028395450208336115
79,2019-10-30,"Once inflation expectations start sliding down, inflation moves down.",0.025130677968263626,0.970740020275116,0.004129328299313784
80,2019-10-30,"You have less—interest rates move down as well, because there’s an inflation component in interest rates.",0.979812502861023,0.0008952073403634131,0.019292358309030533
81,2019-10-30,"And, you know, we think that the right thing to do is to do what we can now to hold and really move inflation expectations up so that they’re squarely and firmly anchored at a level that’s consistent with 2 percent inflation.",0.7056621313095093,0.2932954728603363,0.0010424648644402623
82,2018-06-13,"But because monetary policy affects everyone, I want to start with a plain-English summary of how the economy is doing, what my colleagues and I at the Federal Reserve are trying to do, and why.",4.8393696488346905e-05,0.00018520106095820665,0.9997664093971252
83,2018-06-13,"Most people who want to find jobs are finding them, and unemployment and inflation are low.",0.0033781041856855154,0.05914332717657089,0.9374786019325256
84,2018-06-13,Interest rates have been low for some years while the economy has been recovering from the financial crisis.,0.984012246131897,0.0018453809898346663,0.014142314903438091
85,2018-06-13,"For the past few years, we have been gradually raising interest rates, and along the way we’ve tried to explain the reasoning behind our decisions.",0.0002857306390069425,0.9990262985229492,0.0006880236905999482
86,2018-06-13,"In particular, we think that gradually returning interest rates to a more normal level as the economy strengthens is the best way the Fed can help sustain an environment in which American households and businesses can thrive.",0.0002483838761691004,0.998822033405304,0.0009296137141063809
87,2018-06-13,"We don’t put our interest rate decisions on hold or on autopilot, because the economy can always evolve in unexpected ways.",0.00010444004874443635,0.00010591237514745444,0.9997896552085876
88,2018-06-13,History has shown that moving interest rates either too quickly or too slowly can lead to bad economic outcomes.,0.00011683861521305516,9.37161676120013e-05,0.9997894167900085
89,2018-06-13,I want to point out that having twice as many press conferences does not signal anything about the timing or pace of future interest rate changes.,6.738152296748012e-05,9.272262104786932e-05,0.9998399019241333
90,2018-06-13,"Economic growth appears to have picked up in the current quarter, largely reflecting a bounceback in household spending.",0.00022587009880226105,0.9987059831619263,0.001068155630491674
91,2018-06-13,"Business investment continues to grow strongly, and the overall outlook for growth remains favorable.",0.0021049599163234234,0.8905642032623291,0.10733082890510559
92,2018-06-13,"The median projection for the growth of real GDP is 2.8 percent this year, 2.4 percent next year, and 2 percent in 2020.",0.0046750204637646675,0.003870669286698103,0.9914543628692627
93,2018-06-13,"Compared with the projections made in March, this median growth path is little changed.",6.068674338166602e-05,0.00016706538735888898,0.9997722506523132
94,2018-06-13,"The unemployment rate declined over the past two months and stood at 3.8 percent in May, its lowest level in nearly two decades.",0.8760694861412048,0.07233554124832153,0.051594916731119156
95,2018-06-13,And we expect the job market Chairman Powell’s Press Conference FINAL to remain strong.,0.0028857362922281027,0.0409398190677166,0.9561744332313538
96,2018-06-13,"As you can see in our Summary of Economic Projections, the median of Committee participants’ projections for the unemployment rate stands at 3.6 percent in the fourth quarter of this year and runs at 3.5 percent over the next two years, a percentage point below the median estimate of its longer-run normal rate.",0.16858883202075958,0.11984647065401077,0.7115647196769714
97,2018-06-13,"After many years of running below our 2 percent longer-run objective, inflation has recently moved close to that level.",0.4263027310371399,0.00273039098829031,0.570966899394989
98,2018-06-13,"Indeed, overall consumer prices, as measured by the price index for personal consumption expenditures, increased 2 percent over the 12 months ending in April.",0.00011043193080695346,0.9992491602897644,0.0006403716979548335
99,2018-06-13,"The core PCE index, which excludes prices of energy and food and tends to be a better indicator of future inflation, rose 1.8 percent over the same period.",0.0001293151726713404,0.9977028965950012,0.0021678220946341753
100,2018-06-13,"As we had expected, inflation moved up as the unusually low readings from last March dropped out of the calculation.",0.00046514315181411803,0.9455889463424683,0.05394599959254265
101,2018-06-13,"The recent inflation data have been encouraging, but after many years of inflation below our objective, we do not want to declare victory.",0.9941042065620422,0.0020309663377702236,0.0038648906629532576
102,2018-06-13,We want to ensure that inflation remains near our symmetric 2 percent longer-run goal on a sustained basis.,0.004834112711250782,0.8312095999717712,0.16395626962184906
103,2018-06-13,"As we note in our Statement of Longer-Run Goals and Monetary Policy Strategy, the Committee would be concerned if inflation were running persistently above or below our 2 percent objective.",0.003875426482409239,0.992983341217041,0.003141256282106042
104,2018-06-13,"Of course, many factors affect inflation—some temporary and others more lasting—and at any given time inflation may be above or below 2 percent.",9.848804620560259e-05,8.54418394737877e-05,0.9998161196708679
105,2018-06-13,"For example, the recent rise in oil prices will likely push inflation somewhat above 2 percent in coming months.",0.00017554726218804717,0.9992896318435669,0.0005348084378056228
106,2018-06-13,"But that transitory development should have little, if any, consequence for inflation over the next few years.",6.317023508017883e-05,7.089914288371801e-05,0.9998658895492554
107,2018-06-13,The median of participants’ projections for inflation runs at 2.1 percent through 2020.,0.00011415703920647502,0.0009621723438613117,0.9989235997200012
108,2018-06-13,"Relative to the March projections, the median inflation projection is a little higher this year and next.",0.00015735845954623073,0.9981949925422668,0.001647705095820129
109,2018-06-13,"As I mentioned, today we took another step in gradually scaling back monetary policy accommodation by raising the target range for the federal funds rate by ¼ percentage point, bringing it to 1¾ to 2 percent.",0.0002309302071807906,0.9994242191314697,0.0003448731731623411
110,2018-06-13,"We continue to believe that a gradual approach for increasing the federal funds rate will best promote a sustained expansion of economic activity, strong labor market conditions, and inflation near our symmetric 2 percent goal.",0.00027594625134952366,0.9991024732589722,0.0006216048495844007
111,2018-06-13,"We are aware that raising rates too slowly might raise the risk that monetary policy would need to tighten abruptly down the road in response to an unexpectedly sharp increase in inflation or financial excesses, jeopardizing the economic expansion.",0.00034305910230614245,0.9994726777076721,0.000184287506272085
112,2018-06-13,"Conversely, if we raise interest rates too rapidly, the economy could weaken, and inflation could continue to run persistently below our objective.",0.74204021692276,0.2569836974143982,0.0009761494002304971
113,2018-06-13,"As we have said, changing the target range for the federal funds rate is our primary means of adjusting the stance of monetary policy.",0.00013410525571089238,0.0006363114225678146,0.9992295503616333
114,2018-06-13,"And, finally, as discussed in the minutes of our May meeting, we’re making a small technical adjustment in one of our tools for implementing monetary policy.",0.00027625358779914677,0.00017882838437799364,0.9995449185371399
115,2018-06-13,"In recent months, the federal funds rate has moved up toward the IOER rate as short-term interest rates have risen more generally.",0.00013295644021127373,0.9989004135131836,0.0009665132965892553
116,2018-06-13,So since—I wouldn’t say anything has happened since March to really change the way I’m thinking about inflation or the way the Committee’s thinking about inflation.,8.304942457471043e-05,6.7963293986395e-05,0.9998489618301392
117,2018-06-13,We’ve seen inflation move very gradually up toward our 2 percent objective.,0.07481878250837326,0.9235321879386902,0.0016491215210407972
118,2018-06-13,"And part of that has been just idiosyncratic things dropping out from last March, which were holding inflation—measured inflation—down.",0.5215738415718079,0.0034224649425596,0.475003719329834
119,2018-06-13,Part of it is just that continued tightening in the labor market and the economy more broadly is pushing inflation up.,0.00016979944484774023,0.9996438026428223,0.00018640731286723167
120,2018-06-13,"But I can say that the Committee members—Committee participants—generally believe that the fiscal changes—and that includes both the tax cuts, individual and corporate, and the spending changes—will provide meaningful support to demand, significant support to demand over the course of the next three years.",0.9584848880767822,0.039756450802087784,0.0017586681060492992
121,2018-06-13,That should drive productivity.,0.00010003351053455845,0.00017607230984140188,0.9997238516807556
122,2018-06-13,"So for many, many years, we’ve been far from maximum employment and stable prices, and so the need for accommodative policy has been—has been clear.",0.9941991567611694,0.005649235565215349,0.00015156861627474427
123,2018-06-13,Neutral meaning that interest rates are neither pushing the economy up nor trying to restrain it.,8.190957305487245e-05,0.00023442065867129713,0.9996837377548218
124,2018-06-13,"So I think we’ll be very carefully looking at incoming data on inflation, on financial readings, and on the labor market.",9.705852426122874e-05,0.00012150588008807972,0.9997814297676086
125,2018-06-13,"We have to acknowledge that there are always wide uncertainty bands around the level of, for example, the natural rate of unemployment.",0.0001123970650951378,8.145126776071265e-05,0.9998062252998352
126,2018-06-13,"You know, the—our target for—our medium-term objective for inflation is 2 percent PCE inflation.",0.0017394727328792214,0.0016404374036937952,0.9966200590133667
127,2018-06-13,You asked about price-level targeting and that sort of thing.,9.235670586349443e-05,0.00010402915359009057,0.9998036026954651
128,2018-06-13,"You know, there are some ideas that sort of take cognizance of the fact that rates are lower, we’re near the zero lower bound, and that could put downward pressure on inflation expectations if we’re going to be down at the zero lower bound and, therefore, sort of undermine the credibility of the 2 percent inflation objective.",0.9982137680053711,0.001415380509570241,0.0003709333250299096
129,2018-06-13,"I ought to start by saying that, you know, Congress has assigned us very important jobs and—you know, maximum employment, stable prices, we have a role in financial stability that we share with other agencies.",0.0019331498770043254,0.984454870223999,0.013611920177936554
130,2018-06-13,Growth is strong.,0.056853022426366806,0.9181020259857178,0.025045065209269524
131,2018-06-13,"You know, first of all, that’s a—that’s a reasonable range, I think, of—it’s not that we’re all on the same number, but there are a range of views about potential growth.",0.00011483847629278898,0.00016043128562159836,0.9997246861457825
132,2018-06-13,"But I think our approach is going to be to watch and see and hope that, in fact, we do get significant effects to, you know, to potential growth out of the tax bill, and we’re just going to have to see.",0.0003740222309716046,9.080193558475003e-05,0.9995352029800415
133,2018-06-13,"You know, what we’ve said in our Statement of Longer-Run Principles and Monetary Policy Strategy is that the Committee would be concerned if inflation were to run persistently above or below 2 percent, persistently above or below 2 percent.",0.006669291295111179,0.9776685237884521,0.01566215045750141
134,2018-06-13,We know that inflation is going to bounce around.,6.866630428703502e-05,0.00013787428906653076,0.9997934699058533
135,2018-06-13,"For example, as I mentioned, later this summer there’s a good chance that headline inflation will move up above June 13, 2018 2 percent because of oil prices.",0.00015453441301360726,0.9991841912269592,0.0006613282603211701
136,2018-06-13,"Things buffet inflation back and forth, but—so we acknowledge Chairman Powell’s Press Conference FINAL that, we understand that—and if inflation were to persistently run above or below 2 percent, then we would be using our tools to try to move inflation back in the direction of the target.",0.3954676389694214,0.5792539119720459,0.025278456509113312
137,2018-06-13,"We do understand, though, that we don’t have the ability to precisely hit that target, so we expect that inflation will be above or below.",0.00010913267033174634,0.00013162029790692031,0.9997592568397522
138,2018-06-13,We— unemployment was 10 percent at the height of the crisis.,0.991814911365509,0.0007971485028974712,0.007387959863990545
139,2018-06-13,"Growth is strong, labor markets are strong, inflation is close to target, and that’s what you’re seeing.",0.0011733174324035645,0.9973227381706238,0.0015039503341540694
140,2018-06-13,"For many years, as I mentioned—many years—we had interest rates held low to support economic activity.",0.9683120250701904,0.0011278288438916206,0.030560053884983063
141,2018-06-13,"I think it’s fair to say that some of us—and I certainly would have expected wages to react more to the very significant reduction in unemployment that we’ve had, as I mentioned, from 10 percent to 3.8 percent.",0.9812755584716797,0.0007913731969892979,0.017933053895831108
142,2018-06-13,"Part of that can be explained by low productivity, which is something we’ve talked about at the Committee and elsewhere.",0.9945225715637207,0.0036600918974727392,0.0018173238495364785
143,2018-06-13,"And, frankly, I do think there’s a lot to like about low unemployment.",0.6937723159790039,0.2176709622144699,0.08855674415826797
144,2018-06-13,"Our role, though, is also to, you know, to make sure that—that maximum employment happens in a context of price stability and financial stability, which is why we’re gradually raising rates.",0.0002937584649771452,0.9996040463447571,0.00010223011486232281
145,2018-06-13,You mentioned that unemployment moved down and inflation moved up by truly small amounts.,0.004037497565150261,0.00026044054538942873,0.9957020878791809
146,2018-06-13,"And you asked, you know—I mean, I think we take a longer-run view that we’re shooting for—we’re aiming for—2 percent inflation—inflation around 2 percent.",0.0041917976923286915,0.004692988470196724,0.9911152124404907
147,2018-06-13,"We’re not going to—we didn’t overreact, I think, to inflation being under 2 percent.",0.9876614809036255,0.0016871195985004306,0.010651408694684505
148,2018-06-13,"And I think we’ll always be using our tools to move inflation in the direction of the target, if it—if it leaves—if it moves away from the target persistently, as I mentioned.",0.978484034538269,0.01954999938607216,0.0019659907557070255
149,2018-06-13,"In terms of unemployment, you know, you have to acknowledge that we are—no one really knows with certainty what the level of the natural rate of unemployment is, the rate that is sustainable over a long period of time.",0.006608470808714628,0.00011137307592434809,0.9932802319526672
150,2018-06-13,Older and more educated people have lower unemployment rates.,0.000944849627558142,0.00010275581735186279,0.9989523887634277
151,2018-06-13,"And as I mentioned, I think at the last press conference, estimates by the—by members of the Committee have moved down by a full percentage point since maybe 2012 as we’ve learned—as unemployment has dropped and inflation hasn’t really reacted.",0.9952034950256348,0.0003187871479894966,0.004477766342461109
152,2018-06-13,We’re not waiting for inflation to show up.,0.009050790220499039,0.0017065824940800667,0.9892426133155823
153,2018-06-13,One would be moving too quickly—inflation never Chairman Powell’s Press Conference FINAL gets back to target if we do that.,0.7144170999526978,0.016893688589334488,0.26868918538093567
154,2018-06-13,"And the other is moving too slowly, and then we have—we have too much inflation or financial instability, and we have to raise quickly.",0.0021489420905709267,0.9976198077201843,0.00023117639648262411
155,2018-06-13,"We don’t think that the natural rate of unemployment—you know, it’s not one of those variables that moves around a lot.",0.00020787744142580777,6.150451372377574e-05,0.99973064661026
156,2018-06-13,"But, you know, the thing is, if you look back, there have been a lot of studies done and, you know, real-time estimates of the natural rate of unemployment have uncertainty bands, which are—which are quite wide, so we have to remember that and very much be guided by the—by the incoming data.",0.0007658569957129657,8.152030204655603e-05,0.999152660369873
157,2018-06-13,You asked about inflation.,0.00011783125228248537,0.00015578934107907116,0.9997263550758362
158,2018-06-13,"You know, inflation we look about—we look at the 2 percent inflation objective as something that central banks, the Fed, really control.",0.00013718067202717066,0.00030233978759497404,0.9995604157447815
159,2018-06-13,"I think in—in recent years the dominant force has been, you know, disinflationary—have been pushing down on inflation.",0.9908000826835632,0.007204834837466478,0.001994999358430505
160,2018-06-13,Inflation was too high and central banks were constantly pushing down.,0.25799360871315,0.7403589487075806,0.0016475366428494453
161,2018-06-13,"It’s really important that inflation not fall below 2 percent, that inflation expectations remain well anchored at 2 percent—very important—because the implications of inflation below 2 percent are that you’re closer to the zero lower bound, meaning the Fed has less room to cut, meaning that we’ll spend more time there and we won’t be able to do the job that we’re assigned to do for our citizens.",0.9084159135818481,0.09077028185129166,0.0008137982804328203
162,2018-06-13,"First, we’re learning about the real location of the natural rate of unemployment as we go.",0.0001448418479412794,0.00011224995250813663,0.9997429251670837
163,2018-06-13,"If you—if you look at the forecast, two years from now, end of 2020, you’re still seeing inflation very close to target.",0.0005412845057435334,0.9894281029701233,0.010030588135123253
164,2018-06-13,"So there’s no sense that inflation will—no sense in our models, or in our projections, or forecasts—that inflation will take off or move unexpectedly quickly from these levels, even if unemployment does remain low.",0.014942808076739311,0.00018012091459240764,0.9848771095275879
165,2018-06-13,So that’s—that’s what—so it’s important to know that the—the unemployment rate forecasts go with the inflation forecasts and go with the rate forecasts.,8.446902211289853e-05,0.00011868237925227731,0.9997968077659607
166,2018-06-13,"And so each person who’s submitting them is submitting accommodate—you know, appropriate monetary policy that fits with that person’s assessment.",0.00010053638106910512,8.582349255448207e-05,0.9998136162757874
167,2018-06-13,"And their June 13, 2018 assessments generally are to support maximum employment and stable prices around 2 percent.",0.0005436583305709064,0.0006320618558675051,0.9988242983818054
168,2018-06-13,"Chairman Powell’s Press Conference FINAL So if we thought that inflation were going to take off, obviously, we’d be showing higher rates, but that’s not what we think will happen.",0.025802278891205788,0.0018140098545700312,0.9723836779594421
